first_name,middle_name,last_name,full_name,gender,api_gender,api_confidence
james,,yao,james yao,male,male,0.9333333333333333
lucy,,yardley,lucy yardley,female,female,0.75
john,,yates,john yates,male,male,0.9136897159885666
robert,,yeh,robert yeh,male,male,0.9524600133795535
gloria,,yeh,gloria yeh,female,female,0.9165795027066703
yoko,,yokoyama,yoko yokoyama,unknown,female,0.8054272767552222
kol,jia,yong,kol jia yong,female,male,0.7872
marianne,ulcickas,yood,marianne ulcickas yood,female,female,0.849812734082397
jaclyn,,yoong,jaclyn yoong,female,female,0.9333333333333333
terry,,young,terry young,male,NEUTRAL,0.75
bridget,,young,bridget young,female,female,0.9333333333333333
annie,,young,annie young,female,female,0.9333333333333333
henry,,yu,henry yu,male,male,0.9165795027066703
hongjie,,yu,hongjie yu,male,NEUTRAL,0.9922222222222221
leo,,zacharski,leo zacharski,male,male,0.954398528249103
woodie,,zachry,woodie zachry,male,male,0.8380952380952381
neil,,zakai,neil zakai,male,male,0.9333333333333333
chunliu,,zhan,chunliu zhan,male,male,1.0
shihai,,zhang,shihai zhang,male,unknown,1.0
fujie,,zhang,fujie zhang,male,unknown,1.0
yuting,,zhang,yuting zhang,female,female,0.9968253968253968
xinzhi,,zhang,xinzhi zhang,male,unknown,1.0
yiyi,,zhang,yiyi zhang,female,female,0.998015873015873
ying,,zhao,ying zhao,female,NEUTRAL,0.6835703641920396
jin-ping,,zheng,jin-ping zheng,male,NEUTRAL,0.9955555555555555
li,,zhou,li zhou,female,NEUTRAL,0.8822408671994642
feng-cai,,zhu,feng-cai zhu,male,unknown,0.7666666666666666
david,,ziemer,david ziemer,male,male,0.9333333333333333
eyal,,zimlichman,eyal zimlichman,male,male,0.840924236598963
camilla,,zimmermann,camilla zimmermann,female,female,0.9333333333333333
david,,zingmond,david zingmond,male,male,0.9333333333333333
issaka,,zongo,issaka zongo,male,male,0.9023809523809523
donna,,zulman,donna zulman,female,female,1.0
